Date,Comment_thread_id,Tag,comments
7/3/2015 13:43,5594422ca9a36ea584000dc2,B,"If you are a student, you can apply for a student license here https://rapidminer.com/academia/students/"
7/3/2015 15:07,5594422ca9a36ea584000dc2,B,"Hi -- as mentioned in other threads BTW, you probably want to use 5.3 rather than 6. 6 is not guaranteed to obtain exactly the same results, although it probably will. (But when it doesn't, the results may be frustrating :-)"
7/7/2015 5:59,5594422ca9a36ea584000dc2,BQ,"I have downloaded and installed Rapid Miner and the Weke component as stated in the RapidMiner Walthrough.  I cannot get the required 'Set Role' 'DesigningContolled Experients?'Attribue Name and Target role 'label' to stay associated with the process item.  I am unable to get pass this point because to the error messages:\n""The mandatory parameter""attributename"" is undefined"" and Input example setmus have special attribute 'label'.\n\nHELP!"
7/7/2015 18:31,5594422ca9a36ea584000dc2,BQ,Adora -- can you post a screenshot? Thanks.
7/8/2015 11:20,5594422ca9a36ea584000dc2,B,![Adora Woznick Rapid Miner Problem][1]\n\n\n  [1]: https://edxuploads.s3.amazonaws.com/14363543699770505.png
7/8/2015 13:11,5594422ca9a36ea584000dc2,B,"Hi Adora. I admit, I'm downright baffled. Maybe go through the Read CSV wizard again from beginning to the last window and then click Finish there, and then redo the Set Role operator?\n\nSorry I don't have better ideas. I think there was another thread about editing the xml directly, perhaps that will work?"
7/1/2015 20:00,559446cab30d847c6f000d5f,BQ,"Hi, I just want to ask, where it is possible to download rapidminer and which version to download 6 or 5.3?\nthanks"
7/1/2015 20:18,559446cab30d847c6f000d5f,B,Look under week 1 - activity for a file download of rapid miner walkthrough. There I think it specifies which to download and where you can get it.
7/1/2015 20:25,559446cab30d847c6f000d5f,B,"Hi, looking at the primer video, they use version 6, altough they say they'd show how it looks when the 5.3 is different."
7/2/2015 5:21,559446cab30d847c6f000d5f,B,"It may help some of you who are struggling with the ""readme . txt"" within the rapidminer folder:\n\n- once you download the zip (if you're on a Mac, like I am), if you cannot open the programme using the recommended RapidMinerGUI, and opt for using the command line to open it by copying the command as written on the paper, please note that they refer to "". / script / RapidMinerGUI"" when in reality it should be "". / scripts / RapidMinerGUI"" and that the name of the directory might have been listed on the instructions as ""RapidMiner"" (the folder extracted from the downloaded zip, but it is actually written in all lower case as ""rapidminer"" \n\nIt can be frustrating if you don't examine the actual ""spelling"" of the commands. It took me a while to just calm down and make sure that the names are compatible - and also that they match my particular config.\n\nElemental perhaps, but it is often overlooked.\n\nPS - I purposely separated the commands "". name /"" so don't get confused even more.\n\nBest,"
7/2/2015 8:58,559446cab30d847c6f000d5f,B,"Please use 5.3 and go to the Walkthrough first.\n\nVersion 6 is similar to 5.3 in terms of GUI, so the Primers should still\nbe useful. \n\nThe main reason we use 5.3 is because A) it's fully open-source and 6 is not;\nB) the academic version of 6 has some restrictions;\nand C) I know what the bugs are in version 5.3. \n\n:-)\n\n(These limitations are not unique to RapidMiner; every large data mining and statistics package has bugs)"
7/3/2015 13:43,559446cab30d847c6f000d5f,BQ,Tell me what kind of error or Bug in the RapidMiner 5.3 (Free) Please? Thanks!!
7/3/2015 15:11,559446cab30d847c6f000d5f,B,"There are probably more than this, but to my knowledge the computation of AUC can be a bit over-optimistic (see alternate package on my webpage), and computation of Pearson correlation in regression models when using cross-validation can occasionally overestimate when some folds drop below a cross-validated correlation of 0. (So just be careful if your cross-validated correlation is right around 0, to look at the individual-fold values for correlation). I don't think either bug was fixed in 6, but the correlation bug is new since 4.6."
7/1/2015 20:21,55944bd6b30d846850000de0,S,"Hi, I'm Reinhard from Austria."
7/1/2015 22:20,55944bd6b30d846850000de0,T,Wilkommen
7/2/2015 0:45,55944bd6b30d846850000de0,T,Where in Austria? I lived in Vienna for 6 months. \n-Alex
7/2/2015 8:58,55944bd6b30d846850000de0,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 20:37,55944f6db30d840f2c000e27,S,"Hi everyone! \n\nI recently graduated with a degree in Public Policy Studies from Duke University, and I'll be working for a small education nonprofit in Oakland, California, for the next two years. I want to enter the education policy/research sector in a few years after completing a Master's, but I've chosen to remain in the field working directly with students for a while to gain more experience. That being said, I'd like to keep up my skills in research and educational data analysis via courses like this one. I'm looking forward to it! \n\nKatherine"
7/2/2015 6:46,55944f6db30d840f2c000e27,S,"Hey Katherine!\n\nI'm living in Berkeley, working in SF. \nLet me know if you'd like to meet up in person for this class! (maybe one a week?)\n\n-Benji Xie"
7/2/2015 8:58,55944f6db30d840f2c000e27,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 20:44,5594511fb30d849956000d6c,S,"I am a retired audit partner from Deloitte. From 2008 through 2012 I was the Chief Learning Officer for the audit and risk services group and started to get more engaged in on-line learning. Since I retired I have been involved in various NFP organizations that are involved in learning, including on-line learning.  And I regularly take courses to see what is developing. I never have had a change to use much of the data collected, so I am interested to learn what I was missing."
7/1/2015 20:51,5594511fb30d849956000d6c,S,Hello Margaret - \n  Any interest in a local study group?\nBryant\n
7/2/2015 8:59,5594511fb30d849956000d6c,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 20:44,55945145b30d848f10000f28,S,"I'm from Orlando, Florida; I am involved in my professional life in new adult learning and e-learning experimentation and I am very interested to now more about 'learning' big-data analytics."
7/2/2015 8:59,55945145b30d848f10000f28,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 20:51,559452c9a9a36e66e8000da6,CQ,The walkthrough refers to a file named `SaoPedroetal(2013)_UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv` and says to download it from the course webpage—where is that file?
7/1/2015 21:21,559452c9a9a36e66e8000da6,C,Following. I cannot find it either.
7/1/2015 21:26,559452c9a9a36e66e8000da6,CQ,Following as well. I cannot find it neither. Did anyone google it?
7/1/2015 22:47,559452c9a9a36e66e8000da6,P,Thanks
7/2/2015 5:27,559452c9a9a36e66e8000da6,C,Please try if the link below is available. \nhttps://courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/2/2015 9:03,559452c9a9a36e66e8000da6,B,"Thank you Tai! I look forward to seeing you in October at the CBS conference.\n\nI have migrated the file to our course's webpage, \nso no one else should have this issue.\nRyan"
7/1/2015 20:54,55945341b30d844457000df1,BQ,"![enter image description here][1]Hi..\nAs I filled and submitted the survey in getting started section, the choices were crossed with red(familiar symbol of mistake in edx). Is that according to your plan or have I done something wrong? See link.  [1]\n\n\n  [1]: https://edxuploads.s3.amazonaws.com/1435784045810286.png"
7/2/2015 9:04,55945341b30d844457000df1,B,"I think you're fine. Looks like a system glitch.\nBear with us, we're just getting rolling. :-)"
7/4/2015 6:25,55945341b30d844457000df1,C,"Great course so far, Prof. Baker! I am enjoying the video lectures.\n\nIn terms of the quiz set up, I wanted to bring to your notice this message under ""show answer"" in qs B in quiz 1.3: “EXPLANATION: Nanjing Higher Normal Institute first admitted female students in 1920.” Pls check; I assume this wasn't intentionally included."
7/4/2015 10:22,55945341b30d844457000df1,P,Huh. That does sound broken. Thanks for the heads-up!
7/1/2015 20:54,5594539ea9a36e1b22000daa,S,"Hi, \n\nMy name is Amit and I'm excited to be part of this course!"
7/2/2015 9:04,5594539ea9a36e1b22000daa,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 20:55,559453ccb30d84e33a00027b,B,There is no download option with the videos... I am unable to watch the videos...
7/1/2015 21:00,559453ccb30d84e33a00027b,B,"Do you see the option to download the transcripts?  If so, you should be able to get them as txt files and get basically all the content (albeit in a slightly rougher form)."
7/2/2015 5:45,559453ccb30d84e33a00027b,B,"The videos are on YouTube as well. So, you can get a YouTube downloader browser extension to download the videos. I'm not sure if it is legal though."
7/2/2015 6:45,559453ccb30d84e33a00027b,BQ,Hi will all the videos be available on youtube?
7/2/2015 9:06,559453ccb30d84e33a00027b,B,Hi -- I think they will be available on YouTube and will also be available for download shortly. Let me check with the team at CCNMTL and we'll get this sorted out in no team.\n\nSorry for the inconvenience.\nRyan
7/3/2015 0:04,559453ccb30d84e33a00027b,Q,Hi Ryan \nIs TIMSS big date an example? If so how ? Thanks
7/3/2015 1:05,559453ccb30d84e33a00027b,O,"Hi Khalidalsobhi -- an example of what? :-)\n\nIt's certainly big data. The test data is a little less rich than most of the examples from this class. The video data is a bit harder to work with. But for education, it definitely counts."
7/3/2015 2:59,559453ccb30d84e33a00027b,BQ,The other edX courses have video download option right under the video.  Any reason it is not offered here?
7/10/2015 20:36,559453ccb30d84e33a00027b,B,"hi there,\nMe too & I could either, I just could download TRANSCRIPT and HANDOUT."
7/15/2015 10:19,559453ccb30d84e33a00027b,B,it is probably of youtube blockage in your country. i have that issue also. i install zenmate a chrome extension it get run the video
7/1/2015 20:56,559453e3a9a36e7e59000d91,O,"Hmmm...tossed out reference to a value for r^2 as a means of quantifying size of datasets in the 'big-but-not-google-big' discussion; I'm certain in my old foggy mind that I learned what that meant in a (statistics?) class, but since my undergraduate education was was over 45+ years ago, will have to google it..."
7/2/2015 9:10,559453e3a9a36e7e59000d91,O,"Hi. We'll discuss this topic in week 2. We'll get to it! :-)\n(It's most quickly understood as the square of the Pearson Correlation; it's other things too, \nbut those other things are in the domain of advanced statistics rather than this course)"
7/2/2015 10:21,559453e3a9a36e7e59000d91,Q,Where all the examples with the functions mentioned needs to be learned? Is there any relation to the plots which were made? I have basic knowledge of the graphs and linear functions\n\nIs the pace of the class too fast or am i missing some prerequisites for this?
7/1/2015 21:17,559458cea9a36e7291000e1f,S,Hello! My name is Anna. I live in the U.S. in the state of Michigan (we like to affectionately call it America's high-five). I am here out of curiosity. I worked with student achievement data for a group of K-12 charter schools in Los Angeles and I really enjoyed the work. I am hoping to learn more about working with large data sets in education.
7/2/2015 9:10,559458cea9a36e7291000e1f,P,Welcome to the class! I'm glad to have you here!
7/1/2015 21:33,55945c9fa9a36ee25a000d78,C,"""The walkthrough refers to a file named SaoPedroetal(2013)_UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv and says to download it from the course webpage—where is that file?"" quote from a classmate."
7/1/2015 22:08,55945c9fa9a36ee25a000d78,B,Found. https://courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/1/2015 23:06,55945c9fa9a36ee25a000d78,T,How about the reading?
7/2/2015 0:43,55945c9fa9a36ee25a000d78,P,"Many many thanks, from Chile"
7/2/2015 9:11,55945c9fa9a36ee25a000d78,B,And now also posted next to the walkthrough. Sorry about the week 1 glitch.\nThanks Tai!
7/2/2015 9:11,55945c9fa9a36ee25a000d78,T,PaulBlue -- what reading do you mean?
7/2/2015 20:27,55945c9fa9a36ee25a000d78,P,You are welcome. :)
7/1/2015 21:40,55945e63b30d84b8bb000d3a,S,Hi everyone. Really looking forward to this. I'm a student of electrical and electronics engineering with interest in data analysis.
7/2/2015 9:11,55945e63b30d84b8bb000d3a,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 21:41,55945e63b30d84b8bb000d3a,T,where do you from Felix?
7/1/2015 22:15,55946666a9a36edf34000dce,BQ,I have been taking stats and analytic MOOC's for the past couple of years.  I am interested in seeing this applied to education.  I would be curious to know is anyone is going to try to use R in this class?
7/2/2015 1:07,55946666a9a36edf34000dce,B,"I would like to use R, but first I want to see how the topics are presented. Currently I'm doing my Master's thesis in this subject."
7/2/2015 9:13,55946666a9a36edf34000dce,B,Welcome to the class! I'm glad to have you here!\n\nYou'll find -- unfortunately -- that r will give different answers for some assignments than RapidMiner (all implementations of complex algorithms are slightly different). But it is possible to use r for other assignments.
7/6/2015 19:15,55946666a9a36edf34000dce,B,I use R is very good tool!!
7/1/2015 22:25,559468c3a9a36ecf41000de4,S,Hi! I'm currently a kindergarten teacher in South Korea. I teach English and Science. Before that I was a computational chemist in Australia and did some subjects about big data during my Master's. I see this as a way to bring the two interests together.
7/2/2015 9:13,559468c3a9a36ecf41000de4,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 22:27,55946950a9a36e3237000d6b,S,"Hy! My name is Lanes Randal. I live in Florianópolis, Brazil. I am hoping to learn about working with large data sets in education, interested in how we can use data to improve, though we have questions about predictive analytics."
7/2/2015 9:13,55946950a9a36e3237000d6b,T,Bem vindo!
7/1/2015 22:27,55946967a9a36e1b22000dc3,S,I am the founder of an ed-Tech company and want to broaden my knowledge around big data in education. And at the same time find talented people that believe that believe in a data-driven future. Feel free to contact me for more info!
7/2/2015 9:13,55946967a9a36e1b22000dc3,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 22:30,55946a13a9a36e88ff000d6b,S,"Hy! My name is Chandra Sekhar. I live in Dallas, TX USA. I am hoping to learn about working with large data sets in education, interested…"
7/2/2015 9:13,55946a13a9a36e88ff000d6b,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 22:43,55946d29b30d84bdd2000dfc,S,"I am from Charlotte, NC and am taking this course to learn how data science is used to accomplish educational goals."
7/2/2015 9:13,55946d29b30d84bdd2000dfc,P,Welcome to the class! I'm glad to have you here!\n
7/1/2015 22:46,55946dbfa9a36e88ff000d71,CQ,Where can I find this file to donlod?SaoPedroetal(2013)_UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv”
7/2/2015 4:41,55946dbfa9a36e88ff000d71,C,Found. https://courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/2/2015 5:05,55946dbfa9a36e88ff000d71,P,"Thanks, you saved me some time.\n\nbest,"
7/2/2015 9:14,55946dbfa9a36e88ff000d71,C,Sorry for inconvenience. It's now posted next to the walkthrough too.\nThanks Mrocco123!
7/1/2015 22:51,55946ee1b30d84a7e5000cea,S,"I'm Giorgia...nice to meet you. I come from Genova, northern Italy. I don't know exactly what is the aim of this course...but sounds good!"
7/2/2015 9:14,55946ee1b30d84a7e5000cea,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 0:25,55948510b30d843c41000dcd,P,excited to learn about Big Data in education.
7/2/2015 9:15,55948510b30d843c41000dcd,P,"I'm delighted to have you in the course Aybuke!\nSee you at the EDM NYC meetup in a couple weeks!\n(You should post about that here, it looks like we have several New Yorkers)"
7/3/2015 18:59,55948510b30d843c41000dcd,T,Yep! Doing it now.
7/2/2015 1:13,55949050a9a36e7006000e2a,S,"Hello, greetings from Chile. I'm a Math teacher teaching since 1970 here in my country. I believe that Education has never ever been so fun with this ever growing amount of new tools. I was hoping that this course perhaps will use R, but we are going to use RapidMiner instead. Groovy!! I had never heard of it."
7/2/2015 9:17,55949050a9a36e7006000e2a,B,"Bienvenidos al curso!\n\nR is a great tool; it's more powerful than RapidMiner\nbut (in my opinion) a little harder to use,\nand a little easier to make mistakes with.\n\nSix of one, half a dozen of the other.\n\nFor what it's worth, I use RapidMiner probably about 10 times more\nthan R -- I use R and Python and Weka once in a while."
7/2/2015 21:40,55949050a9a36e7006000e2a,T,"Hola soy Colombiano tambien de Bogota me llamo Yimmi Alexander Moreno, he trabajado con Netezza y Hadoop un poco de tiempo, pero el fuerte mio es el Data Analitycs, he trabajado en mineria de datos, conozco ampliamente el mercado de BI, he trabajado con varias herramientas del mercado como Cognos, Spago, Pentaho, QlikView."
7/2/2015 1:16,559490fba9a36ee25a000da2,S,My name is Michael Radaszkiewicz I am a high school mathematics teacher in New Jersey and I am very much looking forward to learning how to use big data to better meet the needs of my students and ensure that I am able to teach them and prepare them for all the state tests they are going to take.
7/2/2015 9:17,559490fba9a36ee25a000da2,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 1:36,55949588a9a36ed582000e13,S,"Hello,\n\nI am a school psychologist and instructional specialist from southern California.  I am very interested in learning about data mining.  I am intrigued as to what data mining holds for the analysis of special education data.\n\nRegards,\n\nDavid\n"
7/2/2015 9:17,55949588a9a36ed582000e13,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 1:46,559497dfb30d84ede700032c,S,Shane Novak from Wilkes-Barre Pennsylvania. I want to get more knowledge about big data in the education environment.
7/2/2015 9:17,559497dfb30d84ede700032c,P,Welcome to the class! I'm glad to have you here!\n
7/2/2015 2:14,55949e6cb30d840995000e02,S,"Hi Everyone!  My name is Leigh Ann and I work for CSNYC, a non-profit in NYC focused on bringing CS Education to all the public schools in NY.  I'm taking this course to brush up on my EDM skills.  I did some work a few years ago with some other tools (Weka mostly) and want to work more with RapidMiner."
7/2/2015 9:18,55949e6cb30d840995000e02,P,Welcome to the course! I'm a big fan of your work. :-)
