Date,Comment_thread_id,comment_position,Tag,comments
7/2/2015 0:12,5593e104a9a36e5e21000d6b,20,S, hello 'm alex columbus ohio currently study music education indiana university explore topic senior thesis 'm hop course give idea incorporate big data project potentially make major focus
7/2/2015 2:25,5593e104a9a36e5e21000d6b,21,S, name mike 'm pittsburgh pa usa 'm hop refine big data skill approach data analysis structured way
7/2/2015 6:42,5593e104a9a36e5e21000d6b,22,S, hello california work instructional designer large train system take class via coursera need space repetition make stick look forward get little deeper time include reading
7/2/2015 8:50,5593e104a9a36e5e21000d6b,23,P, welcome everyone 'm glad class
7/2/2015 9:27,5593e104a9a36e5e21000d6b,24,S, hello everyone fangfang china come order know get job well teacher english present big data era
7/2/2015 11:56,5593e104a9a36e5e21000d6b,25,S, hi sen malaysia
7/2/2015 19:15,5593e104a9a36e5e21000d6b,26,S, hello everyone ante croatia group facebook link http //www.facebook.com/groups/412359268951647/
7/2/2015 20:21,5593e104a9a36e5e21000d6b,27,S, hello name roman 'm Germany.I join course 'm interested machine Learning/Predictive modeling
7/2/2015 21:30,5593e104a9a36e5e21000d6b,28,S, hello everyone name emily 'm canada interested learner modelling would like learn machine learning well
7/2/2015 22:02,5593e104a9a36e5e21000d6b,29,S, hello name yimmi alexander moreno bogota colombia expect learn big data strengthen skill front issue ...
7/2/2015 22:02,5593e104a9a36e5e21000d6b,30,S, hola llamo alex tambien soy de colombia ...
7/2/2015 22:28,5593e104a9a36e5e21000d6b,31,S, hi name´s cristhian I´m colombia expect know new metogologies work database relation education theme
7/2/2015 23:16,5593e104a9a36e5e21000d6b,32,S, hi everyone name maria teach large-format online general education course public university u hop learn mine data inform choice pedagogical practice order improve student learn outcome
7/4/2015 13:29,5593e104a9a36e5e21000d6b,33,S, hi everyone name quan vietnam go maastricht university netherlands excite learn big data education first online course experience
7/5/2015 15:03,5593e104a9a36e5e21000d6b,34,S, name sofia munawar live pakistan
7/6/2015 20:11,5593e104a9a36e5e21000d6b,35,S, hi everyone.I fahimeh iran interested capture valuable knowledge big data technique tools analysis main intention second master degree data science
7/8/2015 12:44,5593e104a9a36e5e21000d6b,36,S, hi name cristina barcelona
9/3/2015 13:04,5593e104a9a36e5e21000d6b,37,S, like know emily
7/1/2015 19:07,55943a67b30d843c41000d95,1,S, name gary ritter live charlotte nc direct learning technology service team community college always interested use data improve though question predictive analytics look forward learn
7/1/2015 19:21,55943a67b30d843c41000d95,2,S, hello classmate name megnote live work washington dc work education sector past 5 year international development agency particular interest data informed decision making hear big data month ago stable policy meeting would like learn particularly work area education policy look forward open learning opportunity
7/2/2015 8:51,55943a67b30d843c41000d95,3,P, welcome class 'm glad
7/1/2015 19:17,55943cc2b30d843e96000d52,1,S, hello name andrew new york city 'm excited learn big data education
7/2/2015 8:51,55943cc2b30d843e96000d52,2,P, welcome class 'm glad
7/1/2015 19:18,55943d17b30d8463fc000ea2,1,B, student guide section course structure sub section write `` video lecture deliver via video available **Coursera** four fifteen minute long `` kindly correct **Edx**.Cheers
7/1/2015 19:27,55943d17b30d8463fc000ea2,2,B, hi saif_pk thank spot report error correct switch edX.Jose
7/1/2015 19:19,55943d5bb30d8463fc000ea5,1,S, hi everyone work education united kingdom 'm look forward find role big data play field
7/2/2015 8:51,55943d5bb30d8463fc000ea5,2,P, welcome class 'm glad
7/1/2015 19:25,55943ec0a9a36e66e8000d8b,1,S," hello bilingual educator rural oregon usa title school high poverty interested data collection especially since generate tonne it.Our school demographic 360 school 5,500 district 51 hispanic 48 white 1 90 poverty level family student receive free breakfast lunch result pl community many migrant field worker farming community family nice around state data skew .Looking forward complete course successfully able put learning practice help school-district-community large best"
7/2/2015 8:52,55943ec0a9a36e66e8000d8b,2,P, welcome class 'm glad population work difficult one study -- data system n't handle migrant population well good luck important work
7/1/2015 19:36,55944126b30d840f2c000e14,1,S, hello start career academic researcher university boston receive diploma leiden university netherlands set toxicological testing company consulting work pharmacological company us government finally switch education high school level teach biology environmental science chemistry local university teach biology human physiology anatomy recently move towards data analysis technique cybersecurity
7/2/2015 8:52,55944126b30d840f2c000e14,2,P, welcome class 'm glad
7/1/2015 19:40,5594422ca9a36ea584000dc2,1,BQ, hi new big data specifically program rapid miner suppose download use somehow inside edx course also never use rapid miner mean wrong course thankslizzie
7/1/2015 19:48,5594422ca9a36ea584000dc2,2,BQ, first lecture prof baker say `` may want think download set account tool like rapidminer 5.3 's probably go big tool course '' appear available http //rapidminer.com/ download perhaps use online
7/1/2015 19:56,5594422ca9a36ea584000dc2,3,B, ... although 's available rapidminer 6 rather 5.3 assume 'll ok. upside 's available linux well window mac possibly-down-side trial license good two week happen end
7/1/2015 20:17,5594422ca9a36ea584000dc2,4,B, see walkthrough document link download previous version appear free although do yet try get bearing far see course might completely advanced
7/2/2015 8:54,5594422ca9a36ea584000dc2,5,B, hi expect people take class use rapidminer walkthrough also primer resource help get start 's hard tool use bit startup effort get go 's definitely doable feel free post question confusion forum yes please go link walkthrough download appropriate version .Welcome class
7/3/2015 13:43,5594422ca9a36ea584000dc2,6,B, student apply student license https //rapidminer.com/academia/students/
7/3/2015 15:07,5594422ca9a36ea584000dc2,7,B, hi -- mention thread btw probably want use 5.3 rather 6 6 guarantee obtain exactly result although probably n't result may frustrate
7/7/2015 5:59,5594422ca9a36ea584000dc2,8,BQ, download instal rapid miner weke component state rapidminer walthrough get required 'Set role 'DesigningContolled experients 'Attribue name target role 'label stay associate process item unable get pas point error message '' mandatory parameter '' attributename '' undefined '' input example setmus special attribute 'label'.HELP
7/7/2015 18:31,5594422ca9a36ea584000dc2,9,BQ, adora -- post screenshot thanks
7/8/2015 11:20,5594422ca9a36ea584000dc2,10,B, adora woznick rapid miner problem 1 1 http //edxuploads.s3.amazonaws.com/14363543699770505.png
7/8/2015 13:11,5594422ca9a36ea584000dc2,11,B, hi adora admit 'm downright baffle maybe go read csv wizard begin last window click finish redo set role operator sorry n't good idea think another thread edit xml directly perhaps work
7/1/2015 20:00,559446cab30d847c6f000d5f,1,BQ, hi want ask possible download rapidminer version download 6 5.3 thanks
7/1/2015 20:18,559446cab30d847c6f000d5f,2,B, look week 1 activity file download rapid miner walkthrough think specify download get
7/1/2015 20:25,559446cab30d847c6f000d5f,3,B, hi look primer video use version 6 altough say 'd show look 5.3 different
7/2/2015 5:21,559446cab30d847c6f000d5f,4,B, may help struggle `` readme txt '' within rapidminer folder download zip 're mac like open programme use recommend rapidminergui opt use command line open copy command write paper please note refer `` script rapidminergui '' reality `` script rapidminergui '' name directory might list instruction `` rapidminer '' folder extract downloaded zip actually write low case `` rapidminer '' frustrate n't examine actual `` spell '' command take calm make sure name compatible also match particular config.Elemental perhaps often overlooked.PS purposely separate command `` name '' n't get confuse even more.Best
7/2/2015 8:58,559446cab30d847c6f000d5f,5,B, please use 5.3 go walkthrough first.Version 6 similar 5.3 term gui primer stillbe useful main reason use 5.3 's fully open-source 6 b academic version 6 restriction c know bug version 5.3. limitation unique rapidminer every large data mining statistic package bug
7/3/2015 13:43,559446cab30d847c6f000d5f,6,BQ, tell kind error bug rapidminer 5.3 free please thanks
7/3/2015 15:11,559446cab30d847c6f000d5f,7,B, probably knowledge computation auc bit over-optimistic see alternate package webpage computation pearson correlation regression model use cross-validation occasionally overestimate fold drop cross-validated correlation 0 careful cross-validated correlation right around 0 look individual-fold value correlation n't think either bug fix 6 correlation bug new since 4.6
7/1/2015 20:21,55944bd6b30d846850000de0,1,S, hi 'm reinhard austria
7/1/2015 22:20,55944bd6b30d846850000de0,2,T, wilkommen
7/2/2015 0:45,55944bd6b30d846850000de0,3,T, austria live vienna 6 month -Alex
7/2/2015 8:58,55944bd6b30d846850000de0,4,P, welcome class 'm glad
7/1/2015 20:37,55944f6db30d840f2c000e27,1,S, hi everyone recently graduate degree public policy study duke university 'll work small education nonprofit oakland california next two year want enter education policy/research sector year complete master 's 've choose remain field work directly student gain experience say 'd like keep skill research educational data analysis via course like one 'm look forward katherine
7/2/2015 6:46,55944f6db30d840f2c000e27,2,S, hey katherine 'm live berkeley work sf let know 'd like meet person class maybe one week -Benji xie
7/2/2015 8:58,55944f6db30d840f2c000e27,3,P, welcome class 'm glad
7/1/2015 20:44,5594511fb30d849956000d6c,1,S, retired audit partner deloitte 2008 2012 chief learning officer audit risk service group start get engage on-line learning since retire involve various nfp organization involve learning include on-line learning regularly take course see develop never change use much data collect interested learn miss
7/1/2015 20:51,5594511fb30d849956000d6c,2,S, hello margaret interest local study group bryant
7/2/2015 8:59,5594511fb30d849956000d6c,3,P, welcome class 'm glad
7/1/2015 20:44,55945145b30d848f10000f28,1,S, 'm orlando florida involve professional life new adult learning e-learning experimentation interested 'learning big-data analytics
7/2/2015 8:59,55945145b30d848f10000f28,2,P, welcome class 'm glad
7/1/2015 20:51,559452c9a9a36e66e8000da6,1,C, walkthrough refers file name `SaoPedroetal 2013 _UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv` say download course webpage—where file
7/1/2015 21:21,559452c9a9a36e66e8000da6,2,C, follow find either
7/1/2015 21:26,559452c9a9a36e66e8000da6,3,C, follow well find neither anyone google
7/1/2015 22:47,559452c9a9a36e66e8000da6,4,P, thanks
7/2/2015 5:27,559452c9a9a36e66e8000da6,5,C, please try link available http //courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/2/2015 9:03,559452c9a9a36e66e8000da6,6,B, thank tai look forward see october cbs conference.I migrate file course 's webpage one else issue.Ryan
7/1/2015 20:54,55945341b30d844457000df1,1,BQ, enter image description 1 Hi..As fill submit survey get started section choice cross red familiar symbol mistake edx accord plan do something wrong see link 1 1 http //edxuploads.s3.amazonaws.com/1435784045810286.png
7/2/2015 9:04,55945341b30d844457000df1,2,B, think 're fine look like system glitch.Bear u 're get roll
7/4/2015 6:25,55945341b30d844457000df1,3,C, great course far Prof. baker enjoy video lectures.In term quiz set want bring notice message `` show answer '' q b quiz 1.3 “ explanation nanjing high normal institute first admit female student 1920. ” pls check assume n't intentionally include
7/4/2015 10:22,55945341b30d844457000df1,4,P, huh sound break thanks heads-up
7/1/2015 20:54,5594539ea9a36e1b22000daa,1,S, hi name amit 'm excited part course
7/2/2015 9:04,5594539ea9a36e1b22000daa,2,P, welcome class 'm glad
7/1/2015 20:55,559453ccb30d84e33a00027b,1,B, download option video ... unable watch video ...
7/1/2015 21:00,559453ccb30d84e33a00027b,2,B, see option download transcript able get txt file get basically content albeit slightly rough form
7/2/2015 5:45,559453ccb30d84e33a00027b,3,B, video youtube well get youtube downloader browser extension download video 'm sure legal though
7/2/2015 6:45,559453ccb30d84e33a00027b,4,BQ, hi video available youtube
7/2/2015 9:06,559453ccb30d84e33a00027b,5,B, hi -- think available youtube also available download shortly let check team ccnmtl 'll get sort team.Sorry inconvenience.Ryan
7/3/2015 0:04,559453ccb30d84e33a00027b,6,Q, hi ryan timss big date example thanks
7/3/2015 1:05,559453ccb30d84e33a00027b,7,O, hi khalidalsobhi -- example 's certainly big data test data little less rich example class video data bit harder work education definitely count
7/3/2015 2:59,559453ccb30d84e33a00027b,8,BQ, edx course video download option right video reason offer
7/10/2015 20:36,559453ccb30d84e33a00027b,9,B, hi could either could download transcript handout
7/15/2015 10:19,559453ccb30d84e33a00027b,10,B, probably youtube blockage country issue also install zenmate chrome extension get run video
7/1/2015 20:56,559453e3a9a36e7e59000d91,1,O, hmmm ... toss reference value r^2 mean quantify size datasets 'big-but-not-google-big discussion 'm certain old foggy mind learn meant statistic class since undergraduate education 45+ year ago google ...
7/2/2015 9:10,559453e3a9a36e7e59000d91,2,O, hi 'll discuss topic week 2 'll get 's quickly understood square pearson correlation 's thing thing domain advanced statistic rather course
7/2/2015 10:21,559453e3a9a36e7e59000d91,3,Q, example function mention need learn relation plot make basic knowledge graph linear functionsis pace class fast miss prerequisite
7/1/2015 21:17,559458cea9a36e7291000e1f,1,S, hello name anna live U.S. state michigan like affectionately call america 's high-five curiosity work student achievement data group K-12 charter school los angeles really enjoy work hop learn work large data set education
7/2/2015 9:10,559458cea9a36e7291000e1f,2,P, welcome class 'm glad
7/1/2015 21:33,55945c9fa9a36ee25a000d78,1,C, `` walkthrough refers file name saopedroetal 2013 _UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv say download course webpage—where file '' quote classmate
7/1/2015 22:08,55945c9fa9a36ee25a000d78,2,B, found http //courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/1/2015 23:06,55945c9fa9a36ee25a000d78,3,T, reading
7/2/2015 0:43,55945c9fa9a36ee25a000d78,4,P, many many thanks chile
7/2/2015 9:11,55945c9fa9a36ee25a000d78,5,B, also post next walkthrough sorry week 1 glitch.Thanks tai
7/2/2015 9:11,55945c9fa9a36ee25a000d78,6,T, paulblue -- reading mean
7/2/2015 20:27,55945c9fa9a36ee25a000d78,7,P, welcome
7/1/2015 21:40,55945e63b30d84b8bb000d3a,1,S, hi everyone really look forward 'm student electrical electronics engineering interest data analysis
7/2/2015 9:11,55945e63b30d84b8bb000d3a,2,P, welcome class 'm glad
7/2/2015 21:41,55945e63b30d84b8bb000d3a,3,T, felix
7/1/2015 22:15,55946666a9a36edf34000dce,1,BQ, take stats analytic mooc 's past couple year interested see apply education would curious know anyone go try use r class
7/2/2015 1:07,55946666a9a36edf34000dce,2,B, would like use r first want see topic present currently 'm master 's thesis subject
7/2/2015 9:13,55946666a9a36edf34000dce,3,B, welcome class 'm glad 'll find -- unfortunately -- r give different answer assignment rapidminer implementation complex algorithm slightly different possible use r assignment
7/6/2015 19:15,55946666a9a36edf34000dce,4,B, use r good tool
7/1/2015 22:25,559468c3a9a36ecf41000de4,1,S, hi 'm currently kindergarten teacher south korea teach english science computational chemist australia subject big data master 's see way bring two interest together
7/2/2015 9:13,559468c3a9a36ecf41000de4,2,P, welcome class 'm glad
7/1/2015 22:27,55946950a9a36e3237000d6b,1,S, hy name lane randal live florianópolis brazil hop learn work large data set education interested use data improve though question predictive analytics
7/2/2015 9:13,55946950a9a36e3237000d6b,2,T, bem vindo
7/1/2015 22:27,55946967a9a36e1b22000dc3,1,S, founder ed-Tech company want broaden knowledge around big data education time find talented people believe believe data-driven future feel free contact info
7/2/2015 9:13,55946967a9a36e1b22000dc3,2,P, welcome class 'm glad
7/1/2015 22:30,55946a13a9a36e88ff000d6b,1,S, hy name chandra sekhar live dallas tx usa hop learn work large data set education interested…
7/2/2015 9:13,55946a13a9a36e88ff000d6b,2,P, welcome class 'm glad
7/1/2015 22:43,55946d29b30d84bdd2000dfc,1,S, charlotte nc take course learn data science use accomplish educational goal
7/2/2015 9:13,55946d29b30d84bdd2000dfc,2,P, welcome class 'm glad
7/1/2015 22:46,55946dbfa9a36e88ff000d71,1,C, find file donlod saopedroetal 2013 _UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv ”
7/2/2015 4:41,55946dbfa9a36e88ff000d71,2,C, found http //courses.edx.org/c4x/UTArlingtonX/LINK5.10x/asset/SaoPedroetal_2013__UMUAI_DesigningControlledExperiments_cummandlocalfeatures.csv
7/2/2015 5:05,55946dbfa9a36e88ff000d71,3,P, thanks save time.best
7/2/2015 9:14,55946dbfa9a36e88ff000d71,4,C, sorry inconvenience 's post next walkthrough too.Thanks Mrocco123
7/1/2015 22:51,55946ee1b30d84a7e5000cea,1,S, 'm giorgia ... nice meet come genova northern italy n't know exactly aim course ... sound good
7/2/2015 9:14,55946ee1b30d84a7e5000cea,2,P, welcome class 'm glad
7/2/2015 0:25,55948510b30d843c41000dcd,1,P, excite learn big data education
7/2/2015 9:15,55948510b30d843c41000dcd,2,P, 'm delighted course aybuke see edm nyc meetup couple week post look like several new yorkers
7/3/2015 18:59,55948510b30d843c41000dcd,3,T, yep
7/2/2015 1:13,55949050a9a36e7006000e2a,1,S, hello greeting chile 'm math teacher teach since 1970 country believe education never ever fun ever grow amount new tool hop course perhaps use r go use rapidminer instead groovy never hear
7/2/2015 9:17,55949050a9a36e7006000e2a,2,B, bienvenidos al curso r great tool 's powerful rapidminerbut opinion little harder use little easy make mistake with.Six one half dozen other.For 's worth use rapidminer probably 10 time morethan r -- use r python weka
7/2/2015 21:40,55949050a9a36e7006000e2a,3,T, hola soy colombiano tambien de bogota llamo yimmi alexander moreno trabajado con netezza hadoop un poco de tiempo pero el fuerte mio es el data analitycs trabajado en mineria de datos conozco ampliamente el mercado de bi trabajado con varias herramientas del mercado como cognos spago pentaho qlikview
7/2/2015 1:16,559490fba9a36ee25a000da2,1,S, name michael radaszkiewicz high school mathematics teacher new jersey much look forward learn use big data well meet need student ensure able teach prepare state test go take
7/2/2015 9:17,559490fba9a36ee25a000da2,2,P, welcome class 'm glad
7/2/2015 1:36,55949588a9a36ed582000e13,1,S, hello school psychologist instructional specialist southern california interested learn data mining intrigue data mining hold analysis special education data.Regards david
7/2/2015 9:17,55949588a9a36ed582000e13,2,P, welcome class 'm glad
7/2/2015 1:46,559497dfb30d84ede700032c,1,S, shane novak Wilkes-Barre pennsylvania want get knowledge big data education environment
7/2/2015 9:17,559497dfb30d84ede700032c,2,P, welcome class 'm glad
7/2/2015 2:14,55949e6cb30d840995000e02,1,S, hi everyone name leigh ann work csnyc non-profit nyc focus bring c education public school ny 'm take course brush edm skill work year ago tool weka mostly want work rapidminer
7/2/2015 9:18,55949e6cb30d840995000e02,2,P, welcome course 'm big fan work
7/2/2015 2:16,55949f16b30d84c9b8000e65,1,S, hi name andres spain though nowadays live work spanish foreign language japan take course realize importance data everything case learning process nonetheless far away comfort zone knowledge field almost equal zero double challenge learning statistic language barrier despite look forwar learning later apply job
7/2/2015 4:18,55949f16b30d84c9b8000e65,2,S, himy name bhupesh B.Tech specialize field biotechnology fr0m nit jalandhar really excite start course since bigdata everywhere would help get good job
7/2/2015 8:02,55949f16b30d84c9b8000e65,3,S, hi sandy work data analist high school art Belgium.I familiar datawarehousing big data 's follow course.Kind regard
7/2/2015 9:19,55949f16b30d84c9b8000e65,4,P, welcome class 'm glad andres -- anything ever unclear due language barrier issue please feel free ask forum clarification include spanish -- hablo un poco puedo tentar ayudar ryan
7/2/2015 10:12,55949f16b30d84c9b8000e65,5,S, hi 'm coraline lyon france 'm look forward begin big dat course 'm student engineering school telecommunication hope learn much big data
7/2/2015 21:39,55949f16b30d84c9b8000e65,6,T, hola soy colombiano tambien de bogota llamo yimmi alexander moreno trabajado con netezza hadoop un poco de tiempo pero el fuerte mio es el data analitycs trabajado en mineria de datos conozco ampliamente el mercado de bi trabajado con varias herramientas del mercado como cognos spago pentaho qlikview
7/4/2015 3:46,55949f16b30d84c9b8000e65,7,S, hi bharat work bidw bnfs domain recently work american express salt lake city ut really excited go big data want soon work startup use big data one part core dna course widen horizon
7/2/2015 2:31,5594a29ab30d847d27000def,1,C, try compute p use excel whatever aware 0.2A 0.3B 0.4C 5:51 later 0.4 `` magically '' turn 0.5 use 0.4 p 0.71 get value try use 0.5 instead see happen
7/2/2015 9:20,5594a29ab30d847d27000def,2,C, eep 'll see quickly get fix sorry inconvenience ryan
7/2/2015 14:49,5594a29ab30d847d27000def,3,C, hi maztixer apologize inconvenience error correct thank report us.Jose
7/2/2015 20:00,5594a29ab30d847d27000def,4,C, wait wait 's fix video show `m 0.2A 0.3B 0.4C` throughout n't work correctly example 's equation b c 1 shortly 5:51 -1 next example 1 report 0.9 course also would affect value p
7/2/2015 20:03,5594a29ab30d847d27000def,5,C, think really need `` ... 0.5C '' throughout note portion later 6:45 's still
7/3/2015 15:23,5594a29ab30d847d27000def,6,C, blahedo completely correct 0.5C.We get fix 'm sorry inconvenience
7/2/2015 2:33,5594a308b30d845692000dce,1,S, hello name mike work edtech software company.I 'm participate course increase understanding data analytics relate education
7/2/2015 9:21,5594a308b30d845692000dce,2,P, welcome class 'm glad
7/2/2015 2:57,5594a89fa9a36eea62000e21,1,T, hola soy de perú estoy aqui para aprehender de ustedes poder afianzar mi conocimientos en la manipulacion de grandes volumenes de datos.Saludos estimados amigo
7/2/2015 9:21,5594a89fa9a36eea62000e21,2,T, bienvenidos al curso
7/2/2015 21:38,5594a89fa9a36eea62000e21,3,T, hola soy colombiano tambien de bogota llamo yimmi alexander moreno trabajado con netezza hadoop un poco de tiempo pero el fuerte mio es el data analitycs trabajado en mineria de datos conozco ampliamente el mercado de bi trabajado con varias herramientas del mercado como cognos spago pentaho qlikview
7/2/2015 21:39,5594a89fa9a36eea62000e21,4,T, trabaje con unique durante 8 años
7/2/2015 3:00,5594a968b30d84ae21000d4c,1,S, name peter wolcott faculty member university nebraska omaha 'm ear high education want get sense happen apply big data technique education
7/2/2015 9:21,5594a968b30d84ae21000d4c,2,P, welcome class 'm glad
7/2/2015 3:27,5594af9fa9a36e5e21000e20,1,S, hi elayna lee China.I take course desire improve teaching big data world
7/2/2015 9:21,5594af9fa9a36e5e21000e20,2,P, welcome class 'm glad
7/2/2015 3:33,5594b0efa9a36ecf41000e16,1,S, professor wake forest university wish learn data mining
7/2/2015 9:21,5594b0efa9a36ecf41000e16,2,P, welcome class 'm glad
7/2/2015 4:01,5594b7a8b30d849956000dbc,1,BQ, hi homepage find file download rapid miner activity
7/2/2015 9:22,5594b7a8b30d849956000dbc,2,B, 's post sorry inconvenience
7/2/2015 9:29,5594b7a8b30d849956000dbc,3,S, thanks ryan sorry ... n't yet introduce myselfi kadambari may odd one group ... surgeon work medical scholl southern india interested medical education study master 's course distance learning health profession education assessment accreditation conduct jointly faimer philadelphia keele university uk currently begin dissertation course felt would benefit course big data education look forward interact you..
7/3/2015 15:25,5594b7a8b30d849956000dbc,4,P, nice meet good luck study
7/2/2015 4:47,5594c243a9a36e88ff000dab,1,S, locate new york work learn science company interested learn apply data analytics data point learn characteristic
7/2/2015 9:22,5594c243a9a36e88ff000dab,2,P, hi ryan welcome course
7/2/2015 5:43,5594cf98a9a36e4e4e000ddc,1,T, mooc provider open data research purpose course like one come across paper analysed submission 1 program assignment coursera ml course dataset publish 1 http //web.stanford.edu/~cpiech/bio/papers/scalableHomeworkSearch.pdf
7/2/2015 6:40,5594cf98a9a36e4e4e000ddc,2,T, think likely questionnaire provide university base doubt coursera ever share anything public instructor
7/2/2015 11:34,5594cf98a9a36e4e4e000ddc,3,T, check pittsburgh science learning center DataShop.I think data set still big mooc provider 's public data set
7/2/2015 15:04,5594cf98a9a36e4e4e000ddc,4,T, **Harvard** **MIT** release de-identified datasets early edx moocshttp //blogs.edweek.org/edweek/edtechresearcher/2014/05/mitx_and_harvardx_release_de-identified_dataset_from_first_year_of_moocs.htmlhttp //newsoffice.mit.edu/2014/mit-and-harvard-release-de-identified-learning-data-open-online-courses**Datasets**http //harvardx.harvard.edu/datasethttps //dataverse.harvard.edu/dataverse/mxhxEnjoy analysis decide work data
7/2/2015 21:44,5594cf98a9a36e4e4e000ddc,5,T, interesting seem access data n't read condition university join edx know little coursera believe information pass
7/3/2015 14:02,5594cf98a9a36e4e4e000ddc,6,P, thank information concern data set available u
7/2/2015 6:09,5594d58cb30d84ede7000361,1,S, hi everyone ritul india really look forward learn bigdata everywhere name suggest pretty big well
7/2/2015 9:23,5594d58cb30d84ede7000361,2,P, welcome class 'm glad
7/2/2015 6:57,5594e0e2a9a36e1b22000e0c,1,T, motivate learn 'big data term use across industry launch management consultancy uae focus new school development work inside educational organization past three year feel lack understand identify use information compile learning operation development look forward learn method apply execute business practice
7/2/2015 9:23,5594e0e2a9a36e1b22000e0c,2,P, welcome class 'm glad
7/2/2015 8:50,5594fb40b30d84e33a0002e7,1,S, tesfay ethiopia want participate course eager work educational technology innovator user
7/2/2015 9:23,5594fb40b30d84e33a0002e7,2,P, welcome class 'm glad
7/2/2015 9:02,5594fe0bb30d847700000de0,1,S, hi greeting well 'm hyderabad deccan india work software developer well know mnc take course big data career enhancement professional growth.Thanks afford make live appreciate contribution whole team edx
7/2/2015 9:23,5594fe0bb30d847700000de0,2,P, welcome class 'm glad
7/2/2015 9:04,5594fe95b30d8463fc000f3d,1,S, hi 'm statistician moving data science field interested one use analytical technique different industry great balance new thing refresh old thing
7/2/2015 9:23,5594fe95b30d8463fc000f3d,2,P, welcome class 'm glad
7/2/2015 9:26,559503baa9a36edf34000e2e,1,BQ, dear course leader use imac o x course.I go rapidminer site recommend install rapadminer studio mac version 6.4.0 successfully instal mac already.As course suggest learner install rapidminer 5.3 presumably m window reason assignment write version 5.3 would issue use rapidminer studio mac version 6.4.0 course
