Date,Comment_thread_id,comment_position,Tag,comments
7/5/2015 15:03,5593e104a9a36e5e21000d6b,34,S, name sofia munawar live pakistan
7/6/2015 20:11,5593e104a9a36e5e21000d6b,35,S, hi everyone.i fahimeh iran interest captur valuabl knowledg big data techniqu tool analysi main intent second master degre data scienc
7/8/2015 12:44,5593e104a9a36e5e21000d6b,36,S, hi name cristina barcelona
9/3/2015 13:04,5593e104a9a36e5e21000d6b,37,S, like know emili
7/1/2015 19:07,55943a67b30d843c41000d95,1,S, name gari ritter live charlott nc direct learn technolog servic team commun colleg alway interest use data improv though question predict analyt look forward learn
7/1/2015 19:21,55943a67b30d843c41000d95,2,S, hello classmat name megnot live work washington dc work educ sector past 5 year intern develop agenc particular interest data inform decis make hear big data month ago stabl polici meet would like learn particularli work area educ polici look forward open learn opportun
7/2/2015 8:51,55943a67b30d843c41000d95,3,P, welcom class 'm glad
7/1/2015 19:17,55943cc2b30d843e96000d52,1,S, hello name andrew new york citi 'm excit learn big data educ
7/2/2015 8:51,55943cc2b30d843e96000d52,2,P, welcom class 'm glad
7/1/2015 19:18,55943d17b30d8463fc000ea2,1,B, student guid section cours structur sub section write `` video lectur deliv via video avail **coursera** four fifteen minut long `` kindli correct **edx**.cheer
7/1/2015 19:27,55943d17b30d8463fc000ea2,2,B, hi saif_pk thank spot report error correct switch edx.jos
7/1/2015 19:19,55943d5bb30d8463fc000ea5,1,S, hi everyon work educ unit kingdom 'm look forward find role big data play field
7/2/2015 8:51,55943d5bb30d8463fc000ea5,2,P, welcom class 'm glad
7/1/2015 19:25,55943ec0a9a36e66e8000d8b,1,S," hello bilingu educ rural oregon usa titl school high poverti interest data collect especi sinc gener tonn it.our school demograph 360 school 5,500 district 51 hispan 48 white 1 90 poverti level famili student receiv free breakfast lunch result pl commun mani migrant field worker farm commun famili nice around state data skew .look forward complet cours success abl put learn practic help school-district-commun larg best"
7/2/2015 8:52,55943ec0a9a36e66e8000d8b,2,P, welcom class 'm glad popul work difficult one studi -- data system n't handl migrant popul well good luck import work
7/1/2015 19:36,55944126b30d840f2c000e14,1,S, hello start career academ research univers boston receiv diploma leiden univers netherland set toxicolog test compani consult work pharmacolog compani us govern final switch educ high school level teach biolog environment scienc chemistri local univers teach biolog human physiolog anatomi recent move toward data analysi techniqu cybersecur
7/2/2015 8:52,55944126b30d840f2c000e14,2,P, welcom class 'm glad
7/1/2015 19:40,5594422ca9a36ea584000dc2,1,BQ, hi new big data specif program rapid miner suppos download use somehow insid edx cours also never use rapid miner mean wrong cours thankslizzi
7/1/2015 19:48,5594422ca9a36ea584000dc2,2,BQ, first lectur prof baker say `` may want think download set account tool like rapidmin 5.3 's probabl go big tool cours '' appear avail http //rapidminer.com/ download perhap use onlin
7/1/2015 19:56,5594422ca9a36ea584000dc2,3,B, ... although 's avail rapidmin 6 rather 5.3 assum 'll ok. upsid 's avail linux well window mac possibly-down-sid trial licens good two week happen end
7/1/2015 20:17,5594422ca9a36ea584000dc2,4,B, see walkthrough document link download previou version appear free although do yet tri get bear far see cours might complet advanc
7/2/2015 8:54,5594422ca9a36ea584000dc2,5,B, hi expect peopl take class use rapidmin walkthrough also primer resourc help get start 's hard tool use bit startup effort get go 's definit doabl feel free post question confus forum ye pleas go link walkthrough download appropri version .welcom class
7/3/2015 13:43,5594422ca9a36ea584000dc2,6,B, student appli student licens http //rapidminer.com/academia/students/
7/3/2015 15:07,5594422ca9a36ea584000dc2,7,B, hi -- mention thread btw probabl want use 5.3 rather 6 6 guarante obtain exactli result although probabl n't result may frustrat
7/7/2015 5:59,5594422ca9a36ea584000dc2,8,BQ, download instal rapid miner weke compon state rapidmin walthrough get requir 'set role 'designingcontol experi 'attribu name target role 'label stay associ process item unabl get pa point error messag '' mandatori paramet '' attributenam '' undefin '' input exampl setmu special attribut 'label'.help
7/7/2015 18:31,5594422ca9a36ea584000dc2,9,BQ, adora -- post screenshot thank
7/8/2015 11:20,5594422ca9a36ea584000dc2,10,B, adora woznick rapid miner problem 1 1 http //edxuploads.s3.amazonaws.com/14363543699770505.png
7/8/2015 13:11,5594422ca9a36ea584000dc2,11,B, hi adora admit 'm downright baffl mayb go read csv wizard begin last window click finish redo set role oper sorri n't good idea think anoth thread edit xml directli perhap work
7/1/2015 20:00,559446cab30d847c6f000d5f,1,BQ, hi want ask possibl download rapidmin version download 6 5.3 thank
7/1/2015 20:18,559446cab30d847c6f000d5f,2,B, look week 1 activ file download rapid miner walkthrough think specifi download get
7/1/2015 20:25,559446cab30d847c6f000d5f,3,B, hi look primer video use version 6 altough say 'd show look 5.3 differ
7/2/2015 5:21,559446cab30d847c6f000d5f,4,B, may help struggl `` readm txt '' within rapidmin folder download zip 're mac like open programm use recommend rapidminergui opt use command line open copi command write paper pleas note refer `` script rapidminergui '' realiti `` script rapidminergui '' name directori might list instruct `` rapidmin '' folder extract download zip actual write low case `` rapidmin '' frustrat n't examin actual `` spell '' command take calm make sure name compat also match particular config.element perhap often overlooked.p purpos separ command `` name '' n't get confus even more.best
7/2/2015 8:58,559446cab30d847c6f000d5f,5,B, pleas use 5.3 go walkthrough first.vers 6 similar 5.3 term gui primer stillb use main reason use 5.3 's fulli open-sourc 6 b academ version 6 restrict c know bug version 5.3. limit uniqu rapidmin everi larg data mine statist packag bug
7/3/2015 13:43,559446cab30d847c6f000d5f,6,BQ, tell kind error bug rapidmin 5.3 free pleas thank
7/3/2015 15:11,559446cab30d847c6f000d5f,7,B, probabl knowledg comput auc bit over-optimist see altern packag webpag comput pearson correl regress model use cross-valid occasion overestim fold drop cross-valid correl 0 care cross-valid correl right around 0 look individual-fold valu correl n't think either bug fix 6 correl bug new sinc 4.6
7/1/2015 20:21,55944bd6b30d846850000de0,1,S, hi 'm reinhard austria
7/1/2015 22:20,55944bd6b30d846850000de0,2,T, wilkommen
7/2/2015 0:45,55944bd6b30d846850000de0,3,T, austria live vienna 6 month -alex
7/2/2015 8:58,55944bd6b30d846850000de0,4,P, welcom class 'm glad
7/1/2015 20:37,55944f6db30d840f2c000e27,1,S, hi everyon recent graduat degre public polici studi duke univers 'll work small educ nonprofit oakland california next two year want enter educ policy/research sector year complet master 's 've choos remain field work directli student gain experi say 'd like keep skill research educ data analysi via cours like one 'm look forward katherin
7/2/2015 6:46,55944f6db30d840f2c000e27,2,S, hey katherin 'm live berkeley work sf let know 'd like meet person class mayb one week -benji xie
7/2/2015 8:58,55944f6db30d840f2c000e27,3,P, welcom class 'm glad
7/1/2015 20:44,5594511fb30d849956000d6c,1,S, retir audit partner deloitt 2008 2012 chief learn offic audit risk servic group start get engag on-lin learn sinc retir involv variou nfp organ involv learn includ on-lin learn regularli take cours see develop never chang use much data collect interest learn miss
7/1/2015 20:51,5594511fb30d849956000d6c,2,S, hello margaret interest local studi group bryant
7/2/2015 8:59,5594511fb30d849956000d6c,3,P, welcom class 'm glad
7/1/2015 20:44,55945145b30d848f10000f28,1,S, 'm orlando florida involv profession life new adult learn e-learn experiment interest 'learn big-data analyt
7/2/2015 8:59,55945145b30d848f10000f28,2,P, welcom class 'm glad
7/1/2015 20:51,559452c9a9a36e66e8000da6,1,C, walkthrough refer file name `saopedroet 2013 _umuai_designingcontrolledexperiments_cummandlocalfeatures.csv` say download cours webpage—wher file
7/1/2015 21:21,559452c9a9a36e66e8000da6,2,C, follow find either
7/1/2015 21:26,559452c9a9a36e66e8000da6,3,C, follow well find neither anyon googl
7/1/2015 22:47,559452c9a9a36e66e8000da6,4,P, thank
7/2/2015 5:27,559452c9a9a36e66e8000da6,5,C, pleas tri link avail http //courses.edx.org/c4x/utarlingtonx/link5.10x/asset/saopedroetal_2013__umuai_designingcontrolledexperiments_cummandlocalfeatures.csv
7/2/2015 9:03,559452c9a9a36e66e8000da6,6,B, thank tai look forward see octob cb conference.i migrat file cours 's webpag one els issue.ryan
7/1/2015 20:54,55945341b30d844457000df1,1,BQ, enter imag descript 1 hi..a fill submit survey get start section choic cross red familiar symbol mistak edx accord plan do someth wrong see link 1 1 http //edxuploads.s3.amazonaws.com/1435784045810286.png
7/2/2015 9:04,55945341b30d844457000df1,2,B, think 're fine look like system glitch.bear u 're get roll
7/4/2015 6:25,55945341b30d844457000df1,3,C, great cours far prof. baker enjoy video lectures.in term quiz set want bring notic messag `` show answer '' q b quiz 1.3 “ explan nanj high normal institut first admit femal student 1920 . ” pl check assum n't intent includ
7/4/2015 10:22,55945341b30d844457000df1,4,P, huh sound break thank heads-up
7/1/2015 20:54,5594539ea9a36e1b22000daa,1,S, hi name amit 'm excit part cours
7/2/2015 9:04,5594539ea9a36e1b22000daa,2,P, welcom class 'm glad
7/1/2015 20:55,559453ccb30d84e33a00027b,1,B, download option video ... unabl watch video ...
7/1/2015 21:00,559453ccb30d84e33a00027b,2,B, see option download transcript abl get txt file get basic content albeit slightli rough form
7/2/2015 5:45,559453ccb30d84e33a00027b,3,B, video youtub well get youtub download browser extens download video 'm sure legal though
7/2/2015 6:45,559453ccb30d84e33a00027b,4,BQ, hi video avail youtub
7/2/2015 9:06,559453ccb30d84e33a00027b,5,B, hi -- think avail youtub also avail download shortli let check team ccnmtl 'll get sort team.sorri inconvenience.ryan
7/3/2015 0:04,559453ccb30d84e33a00027b,6,Q, hi ryan timss big date exampl thank
7/3/2015 1:05,559453ccb30d84e33a00027b,7,O, hi khalidalsobhi -- exampl 's certainli big data test data littl less rich exampl class video data bit harder work educ definit count
7/3/2015 2:59,559453ccb30d84e33a00027b,8,BQ, edx cours video download option right video reason offer
7/10/2015 20:36,559453ccb30d84e33a00027b,9,B, hi could either could download transcript handout
7/15/2015 10:19,559453ccb30d84e33a00027b,10,B, probabl youtub blockag countri issu also instal zenmat chrome extens get run video
7/1/2015 20:56,559453e3a9a36e7e59000d91,1,O, hmmm ... toss refer valu r^2 mean quantifi size dataset 'big-but-not-google-big discuss 'm certain old foggi mind learn meant statist class sinc undergradu educ 45+ year ago googl ...
7/2/2015 9:10,559453e3a9a36e7e59000d91,2,O, hi 'll discuss topic week 2 'll get 's quickli understood squar pearson correl 's thing thing domain advanc statist rather cours
7/2/2015 10:21,559453e3a9a36e7e59000d91,3,Q, exampl function mention need learn relat plot make basic knowledg graph linear functionsi pace class fast miss prerequisit
7/1/2015 21:17,559458cea9a36e7291000e1f,1,S, hello name anna live u.s. state michigan like affection call america 's high-fiv curios work student achiev data group k-12 charter school lo angel realli enjoy work hop learn work larg data set educ
7/2/2015 9:10,559458cea9a36e7291000e1f,2,P, welcom class 'm glad
7/1/2015 21:33,55945c9fa9a36ee25a000d78,1,C, `` walkthrough refer file name saopedroet 2013 _umuai_designingcontrolledexperiments_cummandlocalfeatures.csv say download cours webpage—wher file '' quot classmat
7/1/2015 22:08,55945c9fa9a36ee25a000d78,2,B, found http //courses.edx.org/c4x/utarlingtonx/link5.10x/asset/saopedroetal_2013__umuai_designingcontrolledexperiments_cummandlocalfeatures.csv
7/1/2015 23:06,55945c9fa9a36ee25a000d78,3,T, read
7/2/2015 0:43,55945c9fa9a36ee25a000d78,4,P, mani mani thank chile
7/2/2015 9:11,55945c9fa9a36ee25a000d78,5,B, also post next walkthrough sorri week 1 glitch.thank tai
7/2/2015 9:11,55945c9fa9a36ee25a000d78,6,T, paulblu -- read mean
7/2/2015 20:27,55945c9fa9a36ee25a000d78,7,P, welcom
7/1/2015 21:40,55945e63b30d84b8bb000d3a,1,S, hi everyon realli look forward 'm student electr electron engin interest data analysi
7/2/2015 9:11,55945e63b30d84b8bb000d3a,2,P, welcom class 'm glad
7/2/2015 21:41,55945e63b30d84b8bb000d3a,3,T, felix
7/1/2015 22:15,55946666a9a36edf34000dce,1,BQ, take stat analyt mooc 's past coupl year interest see appli educ would curiou know anyon go tri use r class
7/2/2015 1:07,55946666a9a36edf34000dce,2,B, would like use r first want see topic present current 'm master 's thesi subject
7/2/2015 9:13,55946666a9a36edf34000dce,3,B, welcom class 'm glad 'll find -- unfortun -- r give differ answer assign rapidmin implement complex algorithm slightli differ possibl use r assign
7/6/2015 19:15,55946666a9a36edf34000dce,4,B, use r good tool
7/1/2015 22:25,559468c3a9a36ecf41000de4,1,S, hi 'm current kindergarten teacher south korea teach english scienc comput chemist australia subject big data master 's see way bring two interest togeth
7/2/2015 9:13,559468c3a9a36ecf41000de4,2,P, welcom class 'm glad
7/1/2015 22:27,55946950a9a36e3237000d6b,1,S, hy name lane randal live florianópoli brazil hop learn work larg data set educ interest use data improv though question predict analyt
7/2/2015 9:13,55946950a9a36e3237000d6b,2,T, bem vindo
7/1/2015 22:27,55946967a9a36e1b22000dc3,1,S, founder ed-tech compani want broaden knowledg around big data educ time find talent peopl believ believ data-driven futur feel free contact info
7/2/2015 9:13,55946967a9a36e1b22000dc3,2,P, welcom class 'm glad
7/1/2015 22:30,55946a13a9a36e88ff000d6b,1,S, hy name chandra sekhar live dalla tx usa hop learn work larg data set educ interested…
7/2/2015 9:13,55946a13a9a36e88ff000d6b,2,P, welcom class 'm glad
7/1/2015 22:43,55946d29b30d84bdd2000dfc,1,S, charlott nc take cours learn data scienc use accomplish educ goal
7/2/2015 9:13,55946d29b30d84bdd2000dfc,2,P, welcom class 'm glad
7/1/2015 22:46,55946dbfa9a36e88ff000d71,1,C, find file donlod saopedroet 2013 _umuai_designingcontrolledexperiments_cummandlocalfeatures.csv ”
7/2/2015 4:41,55946dbfa9a36e88ff000d71,2,C, found http //courses.edx.org/c4x/utarlingtonx/link5.10x/asset/saopedroetal_2013__umuai_designingcontrolledexperiments_cummandlocalfeatures.csv
7/2/2015 5:05,55946dbfa9a36e88ff000d71,3,P, thank save time.best
7/2/2015 9:14,55946dbfa9a36e88ff000d71,4,C, sorri inconveni 's post next walkthrough too.thank mrocco123
7/1/2015 22:51,55946ee1b30d84a7e5000cea,1,S, 'm giorgia ... nice meet come genova northern itali n't know exactli aim cours ... sound good
7/2/2015 9:14,55946ee1b30d84a7e5000cea,2,P, welcom class 'm glad
7/2/2015 0:25,55948510b30d843c41000dcd,1,P, excit learn big data educ
7/2/2015 9:15,55948510b30d843c41000dcd,2,P, 'm delight cours aybuk see edm nyc meetup coupl week post look like sever new yorker
7/3/2015 18:59,55948510b30d843c41000dcd,3,T, yep
7/2/2015 1:13,55949050a9a36e7006000e2a,1,S, hello greet chile 'm math teacher teach sinc 1970 countri believ educ never ever fun ever grow amount new tool hop cours perhap use r go use rapidmin instead groovi never hear
7/2/2015 9:17,55949050a9a36e7006000e2a,2,B, bienvenido al curso r great tool 's power rapidminerbut opinion littl harder use littl easi make mistak with.six one half dozen other.for 's worth use rapidmin probabl 10 time morethan r -- use r python weka
7/2/2015 21:40,55949050a9a36e7006000e2a,3,T, hola soy colombiano tambien de bogota llamo yimmi alexand moreno trabajado con netezza hadoop un poco de tiempo pero el fuert mio es el data analityc trabajado en mineria de dato conozco ampliament el mercado de bi trabajado con varia herramienta del mercado como cogno spago pentaho qlikview
7/2/2015 1:16,559490fba9a36ee25a000da2,1,S, name michael radaszkiewicz high school mathemat teacher new jersey much look forward learn use big data well meet need student ensur abl teach prepar state test go take
7/2/2015 9:17,559490fba9a36ee25a000da2,2,P, welcom class 'm glad
7/2/2015 1:36,55949588a9a36ed582000e13,1,S, hello school psychologist instruct specialist southern california interest learn data mine intrigu data mine hold analysi special educ data.regard david
7/2/2015 9:17,55949588a9a36ed582000e13,2,P, welcom class 'm glad
7/2/2015 1:46,559497dfb30d84ede700032c,1,S, shane novak wilkes-barr pennsylvania want get knowledg big data educ environ
7/2/2015 9:17,559497dfb30d84ede700032c,2,P, welcom class 'm glad
7/2/2015 2:14,55949e6cb30d840995000e02,1,S, hi everyon name leigh ann work csnyc non-profit nyc focu bring c educ public school ny 'm take cours brush edm skill work year ago tool weka mostli want work rapidmin
7/2/2015 9:18,55949e6cb30d840995000e02,2,P, welcom cours 'm big fan work
7/2/2015 2:16,55949f16b30d84c9b8000e65,1,S, hi name andr spain though nowaday live work spanish foreign languag japan take cours realiz import data everyth case learn process nonetheless far away comfort zone knowledg field almost equal zero doubl challeng learn statist languag barrier despit look forwar learn later appli job
7/2/2015 4:18,55949f16b30d84c9b8000e65,2,S, himi name bhupesh b.tech special field biotechnolog fr0m nit jalandhar realli excit start cours sinc bigdata everywher would help get good job
7/2/2015 8:02,55949f16b30d84c9b8000e65,3,S, hi sandi work data analist high school art belgium.i familiar datawareh big data 's follow course.kind regard
7/2/2015 9:19,55949f16b30d84c9b8000e65,4,P, welcom class 'm glad andr -- anyth ever unclear due languag barrier issu pleas feel free ask forum clarif includ spanish -- hablo un poco puedo tentar ayudar ryan
7/2/2015 10:12,55949f16b30d84c9b8000e65,5,S, hi 'm coralin lyon franc 'm look forward begin big dat cours 'm student engin school telecommun hope learn much big data
7/2/2015 21:39,55949f16b30d84c9b8000e65,6,T, hola soy colombiano tambien de bogota llamo yimmi alexand moreno trabajado con netezza hadoop un poco de tiempo pero el fuert mio es el data analityc trabajado en mineria de dato conozco ampliament el mercado de bi trabajado con varia herramienta del mercado como cogno spago pentaho qlikview
7/4/2015 3:46,55949f16b30d84c9b8000e65,7,S, hi bharat work bidw bnf domain recent work american express salt lake citi ut realli excit go big data want soon work startup use big data one part core dna cours widen horizon
7/2/2015 2:31,5594a29ab30d847d27000def,1,C, tri comput p use excel whatev awar 0.2a 0.3b 0.4c 5:51 later 0.4 `` magic '' turn 0.5 use 0.4 p 0.71 get valu tri use 0.5 instead see happen
7/2/2015 9:20,5594a29ab30d847d27000def,2,C, eep 'll see quickli get fix sorri inconveni ryan
7/2/2015 14:49,5594a29ab30d847d27000def,3,C, hi maztix apolog inconveni error correct thank report us.jos
7/2/2015 20:00,5594a29ab30d847d27000def,4,C, wait wait 's fix video show `m 0.2a 0.3b 0.4c` throughout n't work correctli exampl 's equat b c 1 shortli 5:51 -1 next exampl 1 report 0.9 cours also would affect valu p
7/2/2015 20:03,5594a29ab30d847d27000def,5,C, think realli need `` ... 0.5c '' throughout note portion later 6:45 's still
7/3/2015 15:23,5594a29ab30d847d27000def,6,C, blahedo complet correct 0.5c.we get fix 'm sorri inconveni
7/2/2015 2:33,5594a308b30d845692000dce,1,S, hello name mike work edtech softwar company.i 'm particip cours increas understand data analyt relat educ
7/2/2015 9:21,5594a308b30d845692000dce,2,P, welcom class 'm glad
7/2/2015 2:57,5594a89fa9a36eea62000e21,1,T, hola soy de perú estoy aqui para aprehend de usted poder afianzar mi conocimiento en la manipulacion de grand volumen de datos.saludo estimado amigo
7/2/2015 9:21,5594a89fa9a36eea62000e21,2,T, bienvenido al curso
7/2/2015 21:38,5594a89fa9a36eea62000e21,3,T, hola soy colombiano tambien de bogota llamo yimmi alexand moreno trabajado con netezza hadoop un poco de tiempo pero el fuert mio es el data analityc trabajado en mineria de dato conozco ampliament el mercado de bi trabajado con varia herramienta del mercado como cogno spago pentaho qlikview
7/2/2015 21:39,5594a89fa9a36eea62000e21,4,T, trabaj con uniqu durant 8 año
7/2/2015 3:00,5594a968b30d84ae21000d4c,1,S, name peter wolcott faculti member univers nebraska omaha 'm ear high educ want get sens happen appli big data techniqu educ
7/2/2015 9:21,5594a968b30d84ae21000d4c,2,P, welcom class 'm glad
7/2/2015 3:27,5594af9fa9a36e5e21000e20,1,S, hi elayna lee china.i take cours desir improv teach big data world
7/2/2015 9:21,5594af9fa9a36e5e21000e20,2,P, welcom class 'm glad
7/2/2015 3:33,5594b0efa9a36ecf41000e16,1,S, professor wake forest univers wish learn data mine
7/2/2015 9:21,5594b0efa9a36ecf41000e16,2,P, welcom class 'm glad
7/2/2015 4:01,5594b7a8b30d849956000dbc,1,BQ, hi homepag find file download rapid miner activ
7/2/2015 9:22,5594b7a8b30d849956000dbc,2,B, 's post sorri inconveni
7/2/2015 9:29,5594b7a8b30d849956000dbc,3,S, thank ryan sorri ... n't yet introduc myselfi kadambari may odd one group ... surgeon work medic scholl southern india interest medic educ studi master 's cours distanc learn health profess educ assess accredit conduct jointli faimer philadelphia keel univers uk current begin dissert cours felt would benefit cours big data educ look forward interact you..
7/3/2015 15:25,5594b7a8b30d849956000dbc,4,P, nice meet good luck studi
7/2/2015 4:47,5594c243a9a36e88ff000dab,1,S, locat new york work learn scienc compani interest learn appli data analyt data point learn characterist
7/2/2015 9:22,5594c243a9a36e88ff000dab,2,P, hi ryan welcom cours
7/2/2015 5:43,5594cf98a9a36e4e4e000ddc,1,T, mooc provid open data research purpos cours like one come across paper analys submiss 1 program assign coursera ml cours dataset publish 1 http //web.stanford.edu/~cpiech/bio/papers/scalablehomeworksearch.pdf
7/2/2015 6:40,5594cf98a9a36e4e4e000ddc,2,T, think like questionnair provid univers base doubt coursera ever share anyth public instructor
7/2/2015 11:34,5594cf98a9a36e4e4e000ddc,3,T, check pittsburgh scienc learn center datashop.i think data set still big mooc provid 's public data set
7/2/2015 15:04,5594cf98a9a36e4e4e000ddc,4,T, **harvard** **mit** releas de-identifi dataset earli edx moocshttp //blogs.edweek.org/edweek/edtechresearcher/2014/05/mitx_and_harvardx_release_de-identified_dataset_from_first_year_of_moocs.htmlhttp //newsoffice.mit.edu/2014/mit-and-harvard-release-de-identified-learning-data-open-online-courses**datasets**http //harvardx.harvard.edu/datasethttp //dataverse.harvard.edu/dataverse/mxhxenjoy analysi decid work data
7/2/2015 21:44,5594cf98a9a36e4e4e000ddc,5,T, interest seem access data n't read condit univers join edx know littl coursera believ inform pass
7/3/2015 14:02,5594cf98a9a36e4e4e000ddc,6,P, thank inform concern data set avail u
7/2/2015 6:09,5594d58cb30d84ede7000361,1,S, hi everyon ritul india realli look forward learn bigdata everywher name suggest pretti big well
7/2/2015 9:23,5594d58cb30d84ede7000361,2,P, welcom class 'm glad
7/2/2015 6:57,5594e0e2a9a36e1b22000e0c,1,T, motiv learn 'big data term use across industri launch manag consult uae focu new school develop work insid educ organ past three year feel lack understand identifi use inform compil learn oper develop look forward learn method appli execut busi practic
7/2/2015 9:23,5594e0e2a9a36e1b22000e0c,2,P, welcom class 'm glad
7/2/2015 8:50,5594fb40b30d84e33a0002e7,1,S, tesfay ethiopia want particip cours eager work educ technolog innov user
7/2/2015 9:23,5594fb40b30d84e33a0002e7,2,P, welcom class 'm glad
7/2/2015 9:02,5594fe0bb30d847700000de0,1,S, hi greet well 'm hyderabad deccan india work softwar develop well know mnc take cours big data career enhanc profession growth.thank afford make live appreci contribut whole team edx
7/2/2015 9:23,5594fe0bb30d847700000de0,2,P, welcom class 'm glad
7/2/2015 9:04,5594fe95b30d8463fc000f3d,1,S, hi 'm statistician move data scienc field interest one use analyt techniqu differ industri great balanc new thing refresh old thing
7/2/2015 9:23,5594fe95b30d8463fc000f3d,2,P, welcom class 'm glad
